Rack	Pos	PopID	Mom	Indiv	Trt	Origin	Wilt	TotWilt	Yellow	Death	FloatDate	Note	BoltDate	BoltMsrDate	BCount1	MaxBoltHt1	OtherBoltHt1	BoltMsrDate2	BCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BCount3	MaxBoltHt3	OtherBoltHt3	FlrDate	FlrColor	FlrNotes	ID
RO004.13.m	24	46	RO004	13	m	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.13.m
US022.23.d	24	48	US022	23	d	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.23.d
US026.3.b	24	49	US026	3	b	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US026.3.b
UA004.15.d	24	50	UA004	15	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.15.d
RO004.13.c	25	2	RO004	13	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.13.c
GR001.24.d	25	3	GR001	24	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.24.d
US021.8.j	25	4	US021	8	j	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US021.8.j
TR005.20.d	25	7	TR005	20	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.20.d
UA005.3.e	25	8	UA005	3	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.3.e
RO002.15.h	25	9	RO002	15	h	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	29		NA			RO002.15.h
US014.17.f	25	11	US014	17	f	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.17.f
CA008.5.c	25	12	CA008	5	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.5.c
US001.20.i	25	18	US001	20	i	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.20.i
US002.24.g	25	22	US002	24	g	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.24.g
RU008.16.a	25	23	RU008	16	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.16.a
CA001.7.d	25	26	CA001	7	d	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.7.d
US012.28.c	25	27	US012	28	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.28.c
HU001.5.d	25	28	HU001	5	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.5.d
US003.28.a	25	29	US003	28	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.28.a
RO005.23.c	25	30	RO005	23	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.23.c
US020.42.f	25	31	US020	42	f	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US020.42.f
RU003.1.a	25	32	RU003	1	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.1.a
UA003.6.d	25	33	UA003	6	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.6.d
UA001.11.c	25	36	UA001	11	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.11.c
TR001.24.c	25	37	TR001	24	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.24.c
RU004.9.a	25	38	RU004	9	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.9.a
RO003.21.g	25	39	RO003	21	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.21.g
GR003.17.h	25	40	GR003	17	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.17.h
US015.15.j	25	44	US015	15	j	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.15.j
RO001.28.f	25	45	RO001	28	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.28.f
US022.31.a	25	46	US022	31	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.31.a
BG001.29.e	25	47	BG001	29	e	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	27.5		NA			BG001.29.e
UA002.15.f	25	49	UA002	15	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.15.f
UA004.15.f	25	50	UA004	15	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.15.f
TR003.24.i	26	1	TR003	24	i	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.24.i
US001.3.e	26	4	US001	3	e	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.3.e
US022.23.i	26	5	US022	23	i	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.23.i
RO003.15.g	26	7	RO003	15	g	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.15.g
RU001.9.b	26	9	RU001	9	b	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.9.b
RU002.1.c	26	12	RU002	1	c	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.1.c
UA003.8.c	26	13	UA003	8	c	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.8.c
RO002.15.d	26	14	RO002	15	d	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.15.d
RU008.16.c	26	15	RU008	16	c	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.16.c
US002.24.c	26	16	US002	24	c	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.24.c
RO005.14.j	26	17	RO005	14	j	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.14.j
UA006.14.a	26	18	UA006	14	a	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA006.14.a
RU005.7.e	26	19	RU005	7	e	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU005.7.e
CA001.3.b	26	20	CA001	3	b	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.3.b
GR001.28.f	26	21	GR001	28	f	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.28.f
TR001.12.e	26	22	TR001	12	e	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.12.e
UA005.13.b	26	23	UA005	13	b	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.13.b
RO001.13.g	26	26	RO001	13	g	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.13.g
GR002.8.g	26	27	GR002	8	g	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.8.g
BG001.22.d	26	28	BG001	22	d	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.22.d
US014.20.a	26	29	US014	20	a	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.20.a
UA001.11.e	26	30	UA001	11	e	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.11.e
US023.26.a	26	32	US023	26	a	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US023.26.a
UA004.15.a	26	33	UA004	15	a	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.15.a
TR005.20.e	26	34	TR005	20	e	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.20.e
US020.27.a	26	37	US020	27	a	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US020.27.a
RO004.12.f	26	38	RO004	12	f	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.12.f
RU003.1.c	26	40	RU003	1	c	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.1.c
UA002.15.a	26	41	UA002	15	a	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.15.a
UA008.24.a	26	44	UA008	24	a	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.24.a
US003.19.h	26	45	US003	19	h	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.19.h
US012.28.f	26	46	US012	28	f	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.28.f
RU004.8.b	26	48	RU004	8	b	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU004.8.b
HU001.5.l	26	49	HU001	5	l	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.5.l
US002.5.f	27	1	US002	5	f	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.5.f
GR003.12.a	27	2	GR003	12	a	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.12.a
BG001.17.g	27	3	BG001	17	g	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.17.g
TR001.1.b	27	6	TR001	1	b	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.1.b
US003.20.i	27	9	US003	20	i	nut def	inv	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.20.i
RO004.21.j	27	10	RO004	21	j	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.21.j
US015.17.b	27	11	US015	17	b	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.17.b
RO005.14.f	27	12	RO005	14	f	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.14.f
UA005.18.i	27	13	UA005	18	i	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.18.i
TR004.27.a	27	15	TR004	27	a	nut def	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR004.27.a
CA001.7.e	27	16	CA001	7	e	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.7.e
US022.17.d	27	18	US022	17	d	nut def	inv	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.17.d
RU003.7.b	27	19	RU003	7	b	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.7.b
CA008.4.c	27	20	CA008	4	c	nut def	inv	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.4.c
US014.22.c	27	21	US014	22	c	nut def	inv	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.22.c
US001.3.f	27	22	US001	3	f	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.3.f
RU001.7.a	27	29	RU001	7	a	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.7.a
GR002.13.d	27	30	GR002	13	d	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.13.d
US012.29.h	27	31	US012	29	h	nut def	inv	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US012.29.h
GR001.6.f	27	32	GR001	6	f	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.6.f
RO003.11.b	27	34	RO003	11	b	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.11.b
RU008.17.i	27	35	RU008	17	i	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.17.i
UA004.27.f	27	36	UA004	27	f	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.27.f
UA008.18.b	27	38	UA008	18	b	nut def	nat	NA	NA	16	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.18.b
UA003.6.g	27	43	UA003	6	g	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.6.g
RO002.18.c	27	45	RO002	18	c	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.18.c
RO001.21.h	27	46	RO001	21	h	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.21.h
UA002.15.g	27	48	UA002	15	g	nut def	nat	NA	NA	14	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.15.g
UA001.18.b	27	49	UA001	18	b	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA001.18.b
HU001.14.c	27	50	HU001	14	c	nut def	nat	NA	NA	15	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.14.c
TR003.2.b	29	1	TR003	2	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR003.2.b
TR004.18.a	29	2	TR004	18	a	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	2	32.5	22	NA			TR004.18.a
US021.1.a	29	4	US021	1	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US021.1.a
RO001.28.a	29	6	RO001	28	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.28.a
UA002.18.c	29	8	UA002	18	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA002.18.c
US014.16.i	29	10	US014	16	i	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.16.i
RU008.16.b	29	12	RU008	16	b	control	nat	NA	NA	NA	NA	NA		38	NA	NA	NA	NA	38	1	12	NA	69	1	39.5		84	white		RU008.16.b
US011.8.c	29	15	US011	8	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US011.8.c
US003.27.g	29	18	US003	27	g	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.27.g
CA001.4.a	29	19	CA001	4	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.4.a
RU003.4.b	29	21	RU003	4	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU003.4.b
TR001.19.h	29	22	TR001	19	h	control	nat	NA	NA	NA	NA	NA		18	18	1	3.5	NA	38	1	13.4	NA	69	1	41.5		NA			TR001.19.h
TR005.20.c	29	25	TR005	20	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.20.c
HU001.28.m	29	27	HU001	28	m	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			HU001.28.m
UA006.14.g	29	29	UA006	14	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA006.14.g
BG001.17.f	29	31	BG001	17	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.17.f
US001.22.c	29	34	US001	22	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.22.c
GR002.13.a	29	35	GR002	13	a	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	25		NA			GR002.13.a
UA008.13.h	29	36	UA008	13	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA008.13.h
RO002.13.g	29	37	RO002	13	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.13.g
UA005.7.f	29	38	UA005	7	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA005.7.f
RO005.25.d	29	40	RO005	25	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.25.d
UA003.11A.h	29	41	UA003	11A	h	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.11A.h
GR003.17.a	29	42	GR003	17	a	control	nat	NA	NA	NA	NA	NA		13	18	1	33.5	NA	38	1	NA	38.4	69	1	41		80	white		GR003.17.a
UA004.27.b	29	43	UA004	27	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.27.b
US022.31.c	29	44	US022	31	c	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.31.c
RO004.13.g	29	45	RO004	13	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO004.13.g
RO003.4.i	29	47	RO003	4	i	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.4.i
RU001.7.f	29	48	RU001	7	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.7.f
US002.1.j	29	49	US002	1	j	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.1.j
TR004.8.g	30	1	TR004	8	g	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	7		NA			TR004.8.g
GR001.24.f	30	2	GR001	24	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.24.f
RO001.6.e	30	3	RO001	6	e	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO001.6.e
GR003.9.c	30	6	GR003	9	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR003.9.c
TR005.18.d	30	8	TR005	18	d	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR005.18.d
RU001.9.c	30	9	RU001	9	c	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU001.9.c
RO002.12.b	30	10	RO002	12	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO002.12.b
US001.20.h	30	15	US001	20	h	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US001.20.h
US021.3.b	30	16	US021	3	b	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US021.3.b
HU001.24.i	30	18	HU001	24	i	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	50.5		NA			HU001.24.i
UA004.15.b	30	19	UA004	15	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA004.15.b
GR002.2.g	30	20	GR002	2	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR002.2.g
RO005.25.b	30	21	RO005	25	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.25.b
BG001.22.f	30	25	BG001	22	f	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			BG001.22.f
RU008.21.g	30	27	RU008	21	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU008.21.g
RO004.13.i	30	28	RO004	13	i	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	10.5		NA			RO004.13.i
RO003.11.g	30	29	RO003	11	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO003.11.g
US022.23.f	30	33	US022	23	f	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US022.23.f
RU002.2.a	30	36	RU002	2	a	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.2.a
US015.13.f	30	37	US015	13	f	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US015.13.f
US003.6.a	30	39	US003	6	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US003.6.a
UA001.22.g	30	40	UA001	22	g	control	nat	NA	NA	NA	NA	NA		69	NA	NA	NA	NA	NA	NA	NA	NA	69	1	3		NA			UA001.22.g
CA008.6.a	30	43	CA008	6	a	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA008.6.a
CA001.4.g	30	45	CA001	4	g	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			CA001.4.g
TR001.10.b	30	46	TR001	10	b	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			TR001.10.b
US002.1.b	30	48	US002	1	b	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US002.1.b
UA003.11A.g	30	49	UA003	11A	g	control	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			UA003.11A.g
US014.17.b	30	50	US014	17	b	control	inv	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			US014.17.b
RU002.1.f	33	1	RU002	1	f	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RU002.1.f
RO005.15.i	33	2	RO005	15	i	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			RO005.15.i
GR001.14.i	33	4	GR001	14	i	cut	nat	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA			GR001.14.i
